Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	politeness	complexity	item1	item2	item	list
A4OVC	Male	Some High School	English	35	Pos_High_Nonmorph_Long_Short	6	Pos	High	Nonmorph	Long	Short	Long_Short	a
A2G7N	Male	Bachelors degree	English	32	Pos_High_Nonmorph_Long_Short	5	Pos	High	Nonmorph	Long	Short	Long_Short	a
A23LW	Female	Bachelors degree	ENGLISH	30	Pos_High_Nonmorph_Long_Short	5	Pos	High	Nonmorph	Long	Short	Long_Short	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Pos_High_Nonmorph_Long_Short	7	Pos	High	Nonmorph	Long	Short	Long_Short	a
A15SJ	Female	Some college, no degree	english	44	Pos_High_Nonmorph_Long_Short	7	Pos	High	Nonmorph	Long	Short	Long_Short	a
A1SGE	Female	Bachelors degree	english	22	Pos_High_Nonmorph_Long_Short	5	Pos	High	Nonmorph	Long	Short	Long_Short	a
A2HTH	Male	Associates degree	ENGLISH	27	Pos_High_Nonmorph_Long_Short	7	Pos	High	Nonmorph	Long	Short	Long_Short	a
A34MK	Male	Bachelors degree	english	53	Pos_High_Nonmorph_Long_Short	7	Pos	High	Nonmorph	Long	Short	Long_Short	a
AZCGS	Male	Some High School	English	24	Pos_High_Nonmorph_Long_Short	5	Pos	High	Nonmorph	Long	Short	Long_Short	a
A311G	Male	Bachelors degree	English	34	Pos_High_Nonmorph_Long_Short	2	Pos	High	Nonmorph	Long	Short	Long_Short	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Pos_High_Nonmorph_Long_Short	6	Pos	High	Nonmorph	Long	Short	Long_Short	a
A1WL6	Male	Bachelors degree	english	72	Pos_High_Nonmorph_Long_Short	6	Pos	High	Nonmorph	Long	Short	Long_Short	a
A10LL	Female	Bachelors degree	english	28	Pos_High_Nonmorph_Long_Short	7	Pos	High	Nonmorph	Long	Short	Long_Short	a
A1I0I	Female	Bachelors degree	English	34	Pos_High_Nonmorph_Long_Short	6	Pos	High	Nonmorph	Long	Short	Long_Short	a
A2QQE	Male	Some High School	English	25	Pos_High_Nonmorph_Long_Short	5	Pos	High	Nonmorph	Long	Short	Long_Short	a
AT0XK	Female	Bachelors degree	english	35	Pos_High_Nonmorph_Long_Short	7	Pos	High	Nonmorph	Long	Short	Long_Short	a
A3194	Female	Bachelors degree	english	24	Pos_High_Nonmorph_Long_Short	3	Pos	High	Nonmorph	Long	Short	Long_Short	a
A1LDN	Male	Bachelors degree	english	27	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A3R71	Female	Bachelors degree	English	52	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Pos_High_Nonmorph_Polite_Rude	5	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A17UB	Male	Bachelors degree	english	42	Pos_High_Nonmorph_Polite_Rude	4	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A171S	Male	Associates degree	english	31	Pos_High_Nonmorph_Polite_Rude	5	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Pos_High_Nonmorph_Polite_Rude	3	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A1LR5	Female	Bachelors degree	english	53	Pos_High_Nonmorph_Polite_Rude	2	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
AVI7K	Female	High School Graduate	English	61	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Pos_High_Nonmorph_Polite_Rude	1	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
AYMTA	Male	Bachelors degree	English	27	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A4OVC	Male	Some High School	English	35	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A2G7N	Male	Bachelors degree	English	32	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A23LW	Female	Bachelors degree	ENGLISH	30	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A15SJ	Female	Some college, no degree	english	44	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A1SGE	Female	Bachelors degree	english	22	Pos_High_Nonmorph_Polite_Rude	4	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A2HTH	Male	Associates degree	ENGLISH	27	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A34MK	Male	Bachelors degree	english	53	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
AZCGS	Male	Some High School	English	24	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A311G	Male	Bachelors degree	English	34	Pos_High_Nonmorph_Polite_Rude	2	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A1WL6	Male	Bachelors degree	english	72	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A10LL	Female	Bachelors degree	english	28	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A1I0I	Female	Bachelors degree	English	34	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A2QQE	Male	Some High School	English	25	Pos_High_Nonmorph_Polite_Rude	6	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
AT0XK	Female	Bachelors degree	english	35	Pos_High_Nonmorph_Polite_Rude	7	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A3194	Female	Bachelors degree	english	24	Pos_High_Nonmorph_Polite_Rude	5	Pos	High	Nonmorph	Polite	Rude	Polite_Rude	a
A1LDN	Male	Bachelors degree	english	27	Pos_High_Nonmorph_Rich_Poor	2	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A3R71	Female	Bachelors degree	English	52	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Pos_High_Nonmorph_Rich_Poor	5	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A17UB	Male	Bachelors degree	english	42	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A171S	Male	Associates degree	english	31	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Pos_High_Nonmorph_Rich_Poor	4	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A1LR5	Female	Bachelors degree	english	53	Pos_High_Nonmorph_Rich_Poor	3	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
AVI7K	Female	High School Graduate	English	61	Pos_High_Nonmorph_Rich_Poor	5	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Pos_High_Nonmorph_Rich_Poor	1	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
AYMTA	Male	Bachelors degree	English	27	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A4OVC	Male	Some High School	English	35	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A2G7N	Male	Bachelors degree	English	32	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A23LW	Female	Bachelors degree	ENGLISH	30	Pos_High_Nonmorph_Rich_Poor	4	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A15SJ	Female	Some college, no degree	english	44	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A1SGE	Female	Bachelors degree	english	22	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A2HTH	Male	Associates degree	ENGLISH	27	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A34MK	Male	Bachelors degree	english	53	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
AZCGS	Male	Some High School	English	24	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A311G	Male	Bachelors degree	English	34	Pos_High_Nonmorph_Rich_Poor	3	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Pos_High_Nonmorph_Rich_Poor	5	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A1WL6	Male	Bachelors degree	english	72	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A10LL	Female	Bachelors degree	english	28	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A1I0I	Female	Bachelors degree	English	34	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A2QQE	Male	Some High School	English	25	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
AT0XK	Female	Bachelors degree	english	35	Pos_High_Nonmorph_Rich_Poor	7	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A3194	Female	Bachelors degree	english	24	Pos_High_Nonmorph_Rich_Poor	6	Pos	High	Nonmorph	Rich	Poor	Rich_Poor	a
A1LDN	Male	Bachelors degree	english	27	Pos_High_Nonmorph_Satisfactory_Frustrating	3	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A3R71	Female	Bachelors degree	English	52	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Pos_High_Nonmorph_Satisfactory_Frustrating	3	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A17UB	Male	Bachelors degree	english	42	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A171S	Male	Associates degree	english	31	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1LR5	Female	Bachelors degree	english	53	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AVI7K	Female	High School Graduate	English	61	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Pos_High_Nonmorph_Satisfactory_Frustrating	1	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AYMTA	Male	Bachelors degree	English	27	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A4OVC	Male	Some High School	English	35	Pos_High_Nonmorph_Satisfactory_Frustrating	1	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2G7N	Male	Bachelors degree	English	32	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A23LW	Female	Bachelors degree	ENGLISH	30	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A15SJ	Female	Some college, no degree	english	44	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1SGE	Female	Bachelors degree	english	22	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2HTH	Male	Associates degree	ENGLISH	27	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A34MK	Male	Bachelors degree	english	53	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AZCGS	Male	Some High School	English	24	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A311G	Male	Bachelors degree	English	34	Pos_High_Nonmorph_Satisfactory_Frustrating	3	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1WL6	Male	Bachelors degree	english	72	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A10LL	Female	Bachelors degree	english	28	Pos_High_Nonmorph_Satisfactory_Frustrating	6	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1I0I	Female	Bachelors degree	English	34	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A2QQE	Male	Some High School	English	25	Pos_High_Nonmorph_Satisfactory_Frustrating	5	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
AT0XK	Female	Bachelors degree	english	35	Pos_High_Nonmorph_Satisfactory_Frustrating	7	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A3194	Female	Bachelors degree	english	24	Pos_High_Nonmorph_Satisfactory_Frustrating	3	Pos	High	Nonmorph	Satisfactory	Frustrating	Satisfactory_Frustrating	a
A1LDN	Male	Bachelors degree	english	27	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A3R71	Female	Bachelors degree	English	52	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A17UB	Male	Bachelors degree	english	42	Pos_High_Nonmorph_Strong_Weak	3	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A171S	Male	Associates degree	english	31	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Pos_High_Nonmorph_Strong_Weak	3	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A1LR5	Female	Bachelors degree	english	53	Pos_High_Nonmorph_Strong_Weak	2	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
AVI7K	Female	High School Graduate	English	61	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Pos_High_Nonmorph_Strong_Weak	1	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
AYMTA	Male	Bachelors degree	English	27	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A4OVC	Male	Some High School	English	35	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A2G7N	Male	Bachelors degree	English	32	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A23LW	Female	Bachelors degree	ENGLISH	30	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A15SJ	Female	Some college, no degree	english	44	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A1SGE	Female	Bachelors degree	english	22	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A2HTH	Male	Associates degree	ENGLISH	27	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A34MK	Male	Bachelors degree	english	53	Pos_High_Nonmorph_Strong_Weak	5	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
AZCGS	Male	Some High School	English	24	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A311G	Male	Bachelors degree	English	34	Pos_High_Nonmorph_Strong_Weak	2	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A1WL6	Male	Bachelors degree	english	72	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A10LL	Female	Bachelors degree	english	28	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A1I0I	Female	Bachelors degree	English	34	Pos_High_Nonmorph_Strong_Weak	5	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A2QQE	Male	Some High School	English	25	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
AT0XK	Female	Bachelors degree	english	35	Pos_High_Nonmorph_Strong_Weak	7	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A3194	Female	Bachelors degree	english	24	Pos_High_Nonmorph_Strong_Weak	6	Pos	High	Nonmorph	Strong	Weak	Strong_Weak	a
A1LDN	Male	Bachelors degree	english	27	Pos_High_Nonmorph_Tall_Short	5	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A3R71	Female	Bachelors degree	English	52	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A17UB	Male	Bachelors degree	english	42	Pos_High_Nonmorph_Tall_Short	4	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A171S	Male	Associates degree	english	31	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A1LR5	Female	Bachelors degree	english	53	Pos_High_Nonmorph_Tall_Short	3	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
AVI7K	Female	High School Graduate	English	61	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Pos_High_Nonmorph_Tall_Short	5	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
AYMTA	Male	Bachelors degree	English	27	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A4OVC	Male	Some High School	English	35	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2G7N	Male	Bachelors degree	English	32	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A23LW	Female	Bachelors degree	ENGLISH	30	Pos_High_Nonmorph_Tall_Short	3	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A15SJ	Female	Some college, no degree	english	44	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A1SGE	Female	Bachelors degree	english	22	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2HTH	Male	Associates degree	ENGLISH	27	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A34MK	Male	Bachelors degree	english	53	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
AZCGS	Male	Some High School	English	24	Pos_High_Nonmorph_Tall_Short	5	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A311G	Male	Bachelors degree	English	34	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Pos_High_Nonmorph_Tall_Short	5	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A1WL6	Male	Bachelors degree	english	72	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A10LL	Female	Bachelors degree	english	28	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A1I0I	Female	Bachelors degree	English	34	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2QQE	Male	Some High School	English	25	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
AT0XK	Female	Bachelors degree	english	35	Pos_High_Nonmorph_Tall_Short	7	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A3194	Female	Bachelors degree	english	24	Pos_High_Nonmorph_Tall_Short	6	Pos	High	Nonmorph	Tall	Short	Tall_Short	a
A2WYC	Male	Associates degree	english	29	Neg_High_Morph_Accurate_Inaccurate	5	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A1VC6	Female	Bachelors degree	english	35	Neg_High_Morph_Accurate_Inaccurate	5	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A3F7Q	Female	Associates degree	English	33	Neg_High_Morph_Accurate_Inaccurate	4	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A1IJ9	Female	Bachelors degree	English	28	Neg_High_Morph_Accurate_Inaccurate	7	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A18E1	Female	Some college, no degree	english	34	Neg_High_Morph_Accurate_Inaccurate	6	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A6EJ7	Male	Bachelors degree	English	32	Neg_High_Morph_Accurate_Inaccurate	7	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A12A5	Male	Some High School	english	37	Neg_High_Morph_Accurate_Inaccurate	6	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A1XH0	Male	Graduate degree (Masters, Doctorate, etc.)	english	44	Neg_High_Morph_Accurate_Inaccurate	5	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A3FOK	Female	Bachelors degree	English	41	Neg_High_Morph_Accurate_Inaccurate	6	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A2YCM	Male	Bachelors degree	English	50	Neg_High_Morph_Accurate_Inaccurate	4	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A3TZ7	Male	Bachelors degree	English	30	Neg_High_Morph_Accurate_Inaccurate	5	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A1DS5	Male	Bachelors degree	English	41	Neg_High_Morph_Accurate_Inaccurate	5	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A2CK0	Male	Bachelors degree	english	27	Neg_High_Morph_Accurate_Inaccurate	4	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A2NGM	Female	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_High_Morph_Accurate_Inaccurate	7	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A3QC5	Male	High School Graduate	English	27	Neg_High_Morph_Accurate_Inaccurate	4	Neg	High	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
