Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	context	item1	item2	list	item	adjective
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1Z8A	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2JCX	Male	Bachelors degree	english	35	Stand_Pos_Nonmorph_Polite_Rude	2	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3LVO	Female	Bachelors degree	English	28	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1MTR	Female	Associates degree	English	57	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2YTO	Female	Associates degree	English	46	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A23NU	Female	Bachelors degree	English	22	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
AYCHP	Female	Bachelors degree	English	46	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2B3E	Male	Bachelors degree	English	31	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1WVL	Male	Bachelors degree	English	29	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2QBF	Male	Associates degree	English	38	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3KWA	Male	High School Graduate	English	31	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
AERTM	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3EZ3	Male	High School Graduate	English	40	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2PIF	Female	Some college, no degree	english	21	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3D2G	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3VL1	Male	Bachelors degree	English	56	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3LET	Male	Bachelors degree	english	23	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Stand_Pos_Nonmorph_Polite_Rude	2	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1NLK	Male	Bachelors degree	english	58	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2541	Male	Associates degree	English	29	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A230G	Female	Some college, no degree	English	28	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A3KP8	Female	Associates degree	English	56	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A4W9A	Male	Bachelors degree	english	39	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A34XU	Female	Bachelors degree	English	24	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1V2H	Male	Some college, no degree	English	60	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A95E6	Female	Bachelors degree	ENGLISH	35	Stand_Pos_Nonmorph_Polite_Rude	NA	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1BVG	Female	High School Graduate	english	43	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2RWL	Male	Bachelors degree	Chinese	28	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2D34	Male	Bachelors degree	english	56	Stand_Pos_Nonmorph_Polite_Rude	NA	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
ASTR3	Male	Associates degree	english	30	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
AOFDU	Female	Bachelors degree	english	31	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
ARWN6	Male	Bachelors degree	english	33	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A1GKD	Female	Associates degree	eng	58	Stand_Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
AQ9WD	Female	Bachelors degree	English	26	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2GJJ	Male	Bachelors degree	ENGLISH	28	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
AEF74	Male	Bachelors degree	English	41	Stand_Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2TKF	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Stand	Polite	Rude	a	Polite_Rude	polite
A2RHE	Female	High School Graduate	English	30	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A15GL	Male	Bachelors degree	English	32	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3W0K	Male	Bachelors degree	English	25	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1ETE	Female	Some college, no degree	English	47	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1Z8A	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2JCX	Male	Bachelors degree	english	35	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3LVO	Female	Bachelors degree	English	28	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1MTR	Female	Associates degree	English	57	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2YTO	Female	Associates degree	English	46	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A23NU	Female	Bachelors degree	English	22	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
AYCHP	Female	Bachelors degree	English	46	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2B3E	Male	Bachelors degree	English	31	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1WVL	Male	Bachelors degree	English	29	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2QBF	Male	Associates degree	English	38	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3KWA	Male	High School Graduate	English	31	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
AERTM	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Rich_Poor	3	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3EZ3	Male	High School Graduate	English	40	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2PIF	Female	Some college, no degree	english	21	Stand_Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3D2G	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3VL1	Male	Bachelors degree	English	56	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3LET	Male	Bachelors degree	english	23	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Stand_Pos_Nonmorph_Rich_Poor	3	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1NLK	Male	Bachelors degree	english	58	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2541	Male	Associates degree	English	29	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A230G	Female	Some college, no degree	English	28	Stand_Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A3KP8	Female	Associates degree	English	56	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A4W9A	Male	Bachelors degree	english	39	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A34XU	Female	Bachelors degree	English	24	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1V2H	Male	Some college, no degree	English	60	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A95E6	Female	Bachelors degree	ENGLISH	35	Stand_Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1BVG	Female	High School Graduate	english	43	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2RWL	Male	Bachelors degree	Chinese	28	Stand_Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2D34	Male	Bachelors degree	english	56	Stand_Pos_Nonmorph_Rich_Poor	NA	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
ASTR3	Male	Associates degree	english	30	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
AOFDU	Female	Bachelors degree	english	31	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
ARWN6	Male	Bachelors degree	english	33	Stand_Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A1GKD	Female	Associates degree	eng	58	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
AQ9WD	Female	Bachelors degree	English	26	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2GJJ	Male	Bachelors degree	ENGLISH	28	Stand_Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
AEF74	Male	Bachelors degree	English	41	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2TKF	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Stand	Rich	Poor	a	Rich_Poor	rich
A2RHE	Female	High School Graduate	English	30	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A15GL	Male	Bachelors degree	English	32	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3W0K	Male	Bachelors degree	English	25	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1ETE	Female	Some college, no degree	English	47	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1Z8A	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2JCX	Male	Bachelors degree	english	35	Stand_Pos_Nonmorph_Satisfactory_Frustrating	NA	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3LVO	Female	Bachelors degree	English	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1MTR	Female	Associates degree	English	57	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2YTO	Female	Associates degree	English	46	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A23NU	Female	Bachelors degree	English	22	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
AYCHP	Female	Bachelors degree	English	46	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2B3E	Male	Bachelors degree	English	31	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1WVL	Male	Bachelors degree	English	29	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2QBF	Male	Associates degree	English	38	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3KWA	Male	High School Graduate	English	31	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
AERTM	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Satisfactory_Frustrating	3	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3EZ3	Male	High School Graduate	English	40	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2PIF	Female	Some college, no degree	english	21	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3D2G	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3VL1	Male	Bachelors degree	English	56	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3LET	Male	Bachelors degree	english	23	Stand_Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Stand_Pos_Nonmorph_Satisfactory_Frustrating	2	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1NLK	Male	Bachelors degree	english	58	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2541	Male	Associates degree	English	29	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A230G	Female	Some college, no degree	English	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A3KP8	Female	Associates degree	English	56	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A4W9A	Male	Bachelors degree	english	39	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A34XU	Female	Bachelors degree	English	24	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1V2H	Male	Some college, no degree	English	60	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A95E6	Female	Bachelors degree	ENGLISH	35	Stand_Pos_Nonmorph_Satisfactory_Frustrating	NA	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1BVG	Female	High School Graduate	english	43	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2RWL	Male	Bachelors degree	Chinese	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2D34	Male	Bachelors degree	english	56	Stand_Pos_Nonmorph_Satisfactory_Frustrating	NA	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
ASTR3	Male	Associates degree	english	30	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
AOFDU	Female	Bachelors degree	english	31	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
ARWN6	Male	Bachelors degree	english	33	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A1GKD	Female	Associates degree	eng	58	Stand_Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
AQ9WD	Female	Bachelors degree	English	26	Stand_Pos_Nonmorph_Satisfactory_Frustrating	1	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2GJJ	Male	Bachelors degree	ENGLISH	28	Stand_Pos_Nonmorph_Satisfactory_Frustrating	1	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
AEF74	Male	Bachelors degree	English	41	Stand_Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2TKF	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Stand	Satisfactory	Frustrating	a	Satisfactory_Frustrating	satisfactory
A2RHE	Female	High School Graduate	English	30	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A15GL	Male	Bachelors degree	English	32	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3W0K	Male	Bachelors degree	English	25	Stand_Pos_Nonmorph_Strong_Weak	5	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A1ETE	Female	Some college, no degree	English	47	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A1Z8A	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A2JCX	Male	Bachelors degree	english	35	Stand_Pos_Nonmorph_Strong_Weak	3	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3LVO	Female	Bachelors degree	English	28	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A1MTR	Female	Associates degree	English	57	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A2YTO	Female	Associates degree	English	46	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A23NU	Female	Bachelors degree	English	22	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
AYCHP	Female	Bachelors degree	English	46	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A2B3E	Male	Bachelors degree	English	31	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A1WVL	Male	Bachelors degree	English	29	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A2QBF	Male	Associates degree	English	38	Stand_Pos_Nonmorph_Strong_Weak	5	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3KWA	Male	High School Graduate	English	31	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
AERTM	Male	Bachelors degree	english	30	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3EZ3	Male	High School Graduate	English	40	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A2PIF	Female	Some college, no degree	english	21	Stand_Pos_Nonmorph_Strong_Weak	5	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3D2G	Female	Bachelors degree	english	35	Stand_Pos_Nonmorph_Strong_Weak	6	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3VL1	Male	Bachelors degree	English	56	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A3LET	Male	Bachelors degree	english	23	Stand_Pos_Nonmorph_Strong_Weak	5	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Stand_Pos_Nonmorph_Strong_Weak	3	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A1NLK	Male	Bachelors degree	english	58	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
A2541	Male	Associates degree	English	29	Stand_Pos_Nonmorph_Strong_Weak	7	Pos	Nonmorph	Stand	Strong	Weak	a	Strong_Weak	strong
