Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	person	politeness	complexity	item1	item2	item	list
A2541	Male	Associates degree	English	29	Neg_Low_F_Morph_Accurate_Inaccurate	7	Neg	F	Low	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A358Y	Male	Bachelors degree	english	31	Neg_Low_F_Morph_Accurate_Inaccurate	7	Neg	F	Low	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A3TOU	Male	Some High School	English	22	Neg_Low_F_Morph_Accurate_Inaccurate	6	Neg	F	Low	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A1RTL	Male	High School Graduate	English	34	Neg_Low_F_Morph_Accurate_Inaccurate	4	Neg	F	Low	Morph	Accurate	Inaccurate	Accurate_Inaccurate	b
A3R45	Female	Some college, no degree	english	26	Neg_Low_F_Morph_Certain_Uncertain	6	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A2WHC	Female	Bachelors degree	English	52	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A2ZNO	Male	Some college, no degree	English	23	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A30RA	Male	Some college, no degree	English	56	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
ACVJ6	Female	Bachelors degree	English	36	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A13GG	Female	High School Graduate	english	29	Neg_Low_F_Morph_Certain_Uncertain	7	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A3LLO	Male	Bachelors degree	english	33	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A36SM	Female	Bachelors degree	english	31	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
AQP4P	Female	Some High School	english	26	Neg_Low_F_Morph_Certain_Uncertain	2	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A3LL0	Male	High School Graduate	English	22	Neg_Low_F_Morph_Certain_Uncertain	7	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A3908	Female	High School Graduate	english	56	Neg_Low_F_Morph_Certain_Uncertain	2	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A1H72	Female	Some college, no degree	English	39	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A89R5	Female	Bachelors degree	English	24	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
AYYBM	Female	Some college, no degree	english	31	Neg_Low_F_Morph_Certain_Uncertain	7	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A28ZP	Male	Some college, no degree	English	46	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A1AQF	Female	Bachelors degree	English	51	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A2FAR	Female	Bachelors degree	English	35	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A33QI	Female	Associates degree	English	34	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A2T11	Male	Bachelors degree	English	28	Neg_Low_F_Morph_Certain_Uncertain	2	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
ATWAJ	Female	Bachelors degree	English	25	Neg_Low_F_Morph_Certain_Uncertain	6	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A2EI0	Male	High School Graduate	english	41	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A27MJ	Male	Bachelors degree	English	32	Neg_Low_F_Morph_Certain_Uncertain	6	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
AAQRE	Male	Some college, no degree	English	30	Neg_Low_F_Morph_Certain_Uncertain	5	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A2541	Male	Associates degree	English	29	Neg_Low_F_Morph_Certain_Uncertain	7	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A358Y	Male	Bachelors degree	english	31	Neg_Low_F_Morph_Certain_Uncertain	7	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A3TOU	Male	Some High School	English	22	Neg_Low_F_Morph_Certain_Uncertain	4	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A1RTL	Male	High School Graduate	English	34	Neg_Low_F_Morph_Certain_Uncertain	7	Neg	F	Low	Morph	Certain	Uncertain	Certain_Uncertain	b
A3R45	Female	Some college, no degree	english	26	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A2WHC	Female	Bachelors degree	English	52	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A2ZNO	Male	Some college, no degree	English	23	Neg_Low_F_Morph_Fair_Unfair	6	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A30RA	Male	Some college, no degree	English	56	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
ACVJ6	Female	Bachelors degree	English	36	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A13GG	Female	High School Graduate	english	29	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A3LLO	Male	Bachelors degree	english	33	Neg_Low_F_Morph_Fair_Unfair	6	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A36SM	Female	Bachelors degree	english	31	Neg_Low_F_Morph_Fair_Unfair	4	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
AQP4P	Female	Some High School	english	26	Neg_Low_F_Morph_Fair_Unfair	2	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A3LL0	Male	High School Graduate	English	22	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A3908	Female	High School Graduate	english	56	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A1H72	Female	Some college, no degree	English	39	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A89R5	Female	Bachelors degree	English	24	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
AYYBM	Female	Some college, no degree	english	31	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A28ZP	Male	Some college, no degree	English	46	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A1AQF	Female	Bachelors degree	English	51	Neg_Low_F_Morph_Fair_Unfair	4	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A2FAR	Female	Bachelors degree	English	35	Neg_Low_F_Morph_Fair_Unfair	6	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A33QI	Female	Associates degree	English	34	Neg_Low_F_Morph_Fair_Unfair	4	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A2T11	Male	Bachelors degree	English	28	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
ATWAJ	Female	Bachelors degree	English	25	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A2EI0	Male	High School Graduate	english	41	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A27MJ	Male	Bachelors degree	English	32	Neg_Low_F_Morph_Fair_Unfair	5	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
AAQRE	Male	Some college, no degree	English	30	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A2541	Male	Associates degree	English	29	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A358Y	Male	Bachelors degree	english	31	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A3TOU	Male	Some High School	English	22	Neg_Low_F_Morph_Fair_Unfair	1	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A1RTL	Male	High School Graduate	English	34	Neg_Low_F_Morph_Fair_Unfair	7	Neg	F	Low	Morph	Fair	Unfair	Fair_Unfair	b
A3R45	Female	Some college, no degree	english	26	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A2WHC	Female	Bachelors degree	English	52	Neg_Low_F_Morph_Happy_Unhappy	4	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A2ZNO	Male	Some college, no degree	English	23	Neg_Low_F_Morph_Happy_Unhappy	6	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A30RA	Male	Some college, no degree	English	56	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
ACVJ6	Female	Bachelors degree	English	36	Neg_Low_F_Morph_Happy_Unhappy	6	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A13GG	Female	High School Graduate	english	29	Neg_Low_F_Morph_Happy_Unhappy	7	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A3LLO	Male	Bachelors degree	english	33	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A36SM	Female	Bachelors degree	english	31	Neg_Low_F_Morph_Happy_Unhappy	4	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
AQP4P	Female	Some High School	english	26	Neg_Low_F_Morph_Happy_Unhappy	6	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A3LL0	Male	High School Graduate	English	22	Neg_Low_F_Morph_Happy_Unhappy	7	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A3908	Female	High School Graduate	english	56	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A1H72	Female	Some college, no degree	English	39	Neg_Low_F_Morph_Happy_Unhappy	4	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A89R5	Female	Bachelors degree	English	24	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
AYYBM	Female	Some college, no degree	english	31	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A28ZP	Male	Some college, no degree	English	46	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A1AQF	Female	Bachelors degree	English	51	Neg_Low_F_Morph_Happy_Unhappy	4	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A2FAR	Female	Bachelors degree	English	35	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A33QI	Female	Associates degree	English	34	Neg_Low_F_Morph_Happy_Unhappy	4	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A2T11	Male	Bachelors degree	English	28	Neg_Low_F_Morph_Happy_Unhappy	6	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
ATWAJ	Female	Bachelors degree	English	25	Neg_Low_F_Morph_Happy_Unhappy	6	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Neg_Low_F_Morph_Happy_Unhappy	1	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A2EI0	Male	High School Graduate	english	41	Neg_Low_F_Morph_Happy_Unhappy	4	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A27MJ	Male	Bachelors degree	English	32	Neg_Low_F_Morph_Happy_Unhappy	5	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
AAQRE	Male	Some college, no degree	English	30	Neg_Low_F_Morph_Happy_Unhappy	6	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A2541	Male	Associates degree	English	29	Neg_Low_F_Morph_Happy_Unhappy	7	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A358Y	Male	Bachelors degree	english	31	Neg_Low_F_Morph_Happy_Unhappy	7	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A3TOU	Male	Some High School	English	22	Neg_Low_F_Morph_Happy_Unhappy	1	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A1RTL	Male	High School Graduate	English	34	Neg_Low_F_Morph_Happy_Unhappy	1	Neg	F	Low	Morph	Happy	Unhappy	Happy_Unhappy	b
A3R45	Female	Some college, no degree	english	26	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A2WHC	Female	Bachelors degree	English	52	Neg_Low_F_Morph_Lucky_Unlucky	4	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A2ZNO	Male	Some college, no degree	English	23	Neg_Low_F_Morph_Lucky_Unlucky	7	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A30RA	Male	Some college, no degree	English	56	Neg_Low_F_Morph_Lucky_Unlucky	6	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
ACVJ6	Female	Bachelors degree	English	36	Neg_Low_F_Morph_Lucky_Unlucky	1	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A13GG	Female	High School Graduate	english	29	Neg_Low_F_Morph_Lucky_Unlucky	7	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A3LLO	Male	Bachelors degree	english	33	Neg_Low_F_Morph_Lucky_Unlucky	6	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A36SM	Female	Bachelors degree	english	31	Neg_Low_F_Morph_Lucky_Unlucky	4	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
AQP4P	Female	Some High School	english	26	Neg_Low_F_Morph_Lucky_Unlucky	2	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A3LL0	Male	High School Graduate	English	22	Neg_Low_F_Morph_Lucky_Unlucky	7	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A3908	Female	High School Graduate	english	56	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A1H72	Female	Some college, no degree	English	39	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A89R5	Female	Bachelors degree	English	24	Neg_Low_F_Morph_Lucky_Unlucky	4	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
AYYBM	Female	Some college, no degree	english	31	Neg_Low_F_Morph_Lucky_Unlucky	6	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A28ZP	Male	Some college, no degree	English	46	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A1AQF	Female	Bachelors degree	English	51	Neg_Low_F_Morph_Lucky_Unlucky	4	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A2FAR	Female	Bachelors degree	English	35	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A33QI	Female	Associates degree	English	34	Neg_Low_F_Morph_Lucky_Unlucky	4	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A2T11	Male	Bachelors degree	English	28	Neg_Low_F_Morph_Lucky_Unlucky	2	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
ATWAJ	Female	Bachelors degree	English	25	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A2EI0	Male	High School Graduate	english	41	Neg_Low_F_Morph_Lucky_Unlucky	7	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A27MJ	Male	Bachelors degree	English	32	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
AAQRE	Male	Some college, no degree	English	30	Neg_Low_F_Morph_Lucky_Unlucky	5	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A2541	Male	Associates degree	English	29	Neg_Low_F_Morph_Lucky_Unlucky	7	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A358Y	Male	Bachelors degree	english	31	Neg_Low_F_Morph_Lucky_Unlucky	7	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A3TOU	Male	Some High School	English	22	Neg_Low_F_Morph_Lucky_Unlucky	6	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A1RTL	Male	High School Graduate	English	34	Neg_Low_F_Morph_Lucky_Unlucky	6	Neg	F	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	b
A3R45	Female	Some college, no degree	english	26	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A2WHC	Female	Bachelors degree	English	52	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A2ZNO	Male	Some college, no degree	English	23	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A30RA	Male	Some college, no degree	English	56	Neg_Low_F_Morph_Polite_Impolite	6	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
ACVJ6	Female	Bachelors degree	English	36	Neg_Low_F_Morph_Polite_Impolite	3	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A13GG	Female	High School Graduate	english	29	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A3LLO	Male	Bachelors degree	english	33	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A36SM	Female	Bachelors degree	english	31	Neg_Low_F_Morph_Polite_Impolite	4	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
AQP4P	Female	Some High School	english	26	Neg_Low_F_Morph_Polite_Impolite	6	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A3LL0	Male	High School Graduate	English	22	Neg_Low_F_Morph_Polite_Impolite	1	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A3908	Female	High School Graduate	english	56	Neg_Low_F_Morph_Polite_Impolite	6	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A1H72	Female	Some college, no degree	English	39	Neg_Low_F_Morph_Polite_Impolite	4	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A89R5	Female	Bachelors degree	English	24	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
AYYBM	Female	Some college, no degree	english	31	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A28ZP	Male	Some college, no degree	English	46	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A1AQF	Female	Bachelors degree	English	51	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A2FAR	Female	Bachelors degree	English	35	Neg_Low_F_Morph_Polite_Impolite	6	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A33QI	Female	Associates degree	English	34	Neg_Low_F_Morph_Polite_Impolite	4	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A2T11	Male	Bachelors degree	English	28	Neg_Low_F_Morph_Polite_Impolite	6	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
ATWAJ	Female	Bachelors degree	English	25	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Neg_Low_F_Morph_Polite_Impolite	4	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A2EI0	Male	High School Graduate	english	41	Neg_Low_F_Morph_Polite_Impolite	4	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A27MJ	Male	Bachelors degree	English	32	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
AAQRE	Male	Some college, no degree	English	30	Neg_Low_F_Morph_Polite_Impolite	5	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A2541	Male	Associates degree	English	29	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A358Y	Male	Bachelors degree	english	31	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A3TOU	Male	Some High School	English	22	Neg_Low_F_Morph_Polite_Impolite	6	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A1RTL	Male	High School Graduate	English	34	Neg_Low_F_Morph_Polite_Impolite	7	Neg	F	Low	Morph	Polite	Impolite	Polite_Impolite	b
A3R45	Female	Some college, no degree	english	26	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2WHC	Female	Bachelors degree	English	52	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	7	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2ZNO	Male	Some college, no degree	English	23	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A30RA	Male	Some college, no degree	English	56	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	6	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
ACVJ6	Female	Bachelors degree	English	36	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A13GG	Female	High School Graduate	english	29	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	7	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A3LLO	Male	Bachelors degree	english	33	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A36SM	Female	Bachelors degree	english	31	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	4	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
AQP4P	Female	Some High School	english	26	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	6	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A3LL0	Male	High School Graduate	English	22	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	7	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A3908	Female	High School Graduate	english	56	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1H72	Female	Some college, no degree	English	39	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A89R5	Female	Bachelors degree	English	24	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
AYYBM	Female	Some college, no degree	english	31	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	7	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A28ZP	Male	Some college, no degree	English	46	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1AQF	Female	Bachelors degree	English	51	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	4	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2FAR	Female	Bachelors degree	English	35	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	6	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A33QI	Female	Associates degree	English	34	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	4	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2T11	Male	Bachelors degree	English	28	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	4	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
ATWAJ	Female	Bachelors degree	English	25	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	6	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2EI0	Male	High School Graduate	english	41	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	7	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A27MJ	Male	Bachelors degree	English	32	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	5	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
AAQRE	Male	Some college, no degree	English	30	Neg_Low_F_Morph_Satisfactory_Unsatisfactory	7	Neg	F	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
