	condition	predicate	response	slide_number	language	enjoyment	age	gender	education	participant_id	negated	valence	adjective
6	NNegative	not unlucky	0.02	9	English	2	33	Male	3	41	true	negative	unlucky
7	NNegative	not useless	0.06	10	English	2	33	Male	3	41	true	negative	useless
8	positive	polite	0.03	11	English	2	33	Male	3	41	false	positive	polite
9	positive	kind	0.04	12	English	2	33	Male	3	41	false	positive	kind
10	positive	satisfactory	0.01	13	English	2	33	Male	3	41	false	positive	satisfactory
11	NPositive	not accurate	0.96	14	English	2	33	Male	3	41	true	positive	accurate
12	positive	long	0.05	15	English	2	33	Male	3	41	false	positive	long
13	NPositive	not happy	0.94	16	English	2	33	Male	3	41	true	positive	happy
14	positive	strong	0.0	17	English	2	33	Male	3	41	false	positive	strong
15	positive	rich	0.04	18	English	2	33	Male	3	41	false	positive	rich
16	NPositive	not tall	0.94	19	English	2	33	Male	3	41	true	positive	tall
17	negative	uninteresting	0.95	20	English	2	33	Male	3	41	false	negative	uninteresting
18	NPositive	not possible	0.93	21	English	2	33	Male	3	41	true	positive	possible
19	NNegative	not uncertain	1.0	22	English	2	33	Male	3	41	true	negative	uncertain
0	positive	lucky	0.74	3	English	2	32	Female	4	42	false	positive	lucky
1	positive	certain	0.31	4	English	2	32	Female	4	42	false	positive	certain
2	NPositive	not satisfactory	0.26	5	English	2	32	Female	4	42	true	positive	satisfactory
3	negative	uninteresting	0.09	6	English	2	32	Female	4	42	false	negative	uninteresting
4	NPositive	not happy	0.86	7	English	2	32	Female	4	42	true	positive	happy
5	NNegative	not frustrating	0.88	8	English	2	32	Female	4	42	true	negative	frustrating
6	positive	happy	0.95	9	English	2	32	Female	4	42	false	positive	happy
7	positive	accurate	0.11	10	English	2	32	Female	4	42	false	positive	accurate
8	negative	weak	0.1	11	English	2	32	Female	4	42	false	negative	weak
9	negative	bad	0.08	12	English	2	32	Female	4	42	false	negative	bad
10	NNegative	not impolite	0.13	13	English	2	32	Female	4	42	true	negative	impolite
11	NPositive	not long	0.05	14	English	2	32	Female	4	42	true	positive	long
12	positive	rich	0.97	15	English	2	32	Female	4	42	false	positive	rich
13	positive	useful	0.16	16	English	2	32	Female	4	42	false	positive	useful
14	NPositive	not polite	0.07	17	English	2	32	Female	4	42	true	positive	polite
15	NNegative	not mean	0.06	18	English	2	32	Female	4	42	true	negative	mean
16	negative	impossible	0.13	19	English	2	32	Female	4	42	false	negative	impossible
17	negative	short	0.96	20	English	2	32	Female	4	42	false	negative	short
18	negative	unfair	0.11	21	English	2	32	Female	4	42	false	negative	unfair
19	negative	unfriendly	0.98	22	English	2	32	Female	4	42	false	negative	unfriendly
0	NPositive	not certain	0.98	3	english	0	33	Male	3	43	true	positive	certain
1	NPositive	not good	0.95	4	english	0	33	Male	3	43	true	positive	good
2	positive	useful	0.0	5	english	0	33	Male	3	43	false	positive	useful
3	positive	long	0.01	6	english	0	33	Male	3	43	false	positive	long
4	NNegative	not poor	0.03	7	english	0	33	Male	3	43	true	negative	poor
5	NPositive	not friendly	0.14	8	english	0	33	Male	3	43	true	positive	friendly
6	negative	unsatisfactory	0.94	9	english	0	33	Male	3	43	false	negative	unsatisfactory
7	NNegative	not unlucky	0.96	10	english	0	33	Male	3	43	true	negative	unlucky
8	NNegative	not frustrating	0.51	11	english	0	33	Male	3	43	true	negative	frustrating
9	negative	impolite	0.52	12	english	0	33	Male	3	43	false	negative	impolite
10	NPositive	not interesting	0.03	13	english	0	33	Male	3	43	true	positive	interesting
11	NPositive	not accurate	0.02	14	english	0	33	Male	3	43	true	positive	accurate
12	NPositive	not happy	0.03	15	english	0	33	Male	3	43	true	positive	happy
13	NPositive	not polite	0.03	16	english	0	33	Male	3	43	true	positive	polite
14	positive	kind	0.02	17	english	0	33	Male	3	43	false	positive	kind
15	negative	weak	0.02	18	english	0	33	Male	3	43	false	negative	weak
16	negative	sad	0.03	19	english	0	33	Male	3	43	false	negative	sad
17	NNegative	not unfair	0.04	20	english	0	33	Male	3	43	true	negative	unfair
18	NPositive	not tall	0.55	21	english	0	33	Male	3	43	true	positive	tall
19	NPositive	not possible	0.55	22	english	0	33	Male	3	43	true	positive	possible
0	NNegative	not short	0.86	3	English	2	25	Male	1	44	true	negative	short
1	positive	accurate	0.94	4	English	2	25	Male	1	44	false	positive	accurate
2	positive	strong	0.53	5	English	2	25	Male	1	44	false	positive	strong
3	NNegative	not unhappy	0.98	6	English	2	25	Male	1	44	true	negative	unhappy
4	NNegative	not unlucky	0.13	7	English	2	25	Male	1	44	true	negative	unlucky
5	positive	polite	0.89	8	English	2	25	Male	1	44	false	positive	polite
6	NNegative	not useless	0.2	9	English	2	25	Male	1	44	true	negative	useless
7	NPositive	not satisfactory	0.83	10	English	2	25	Male	1	44	true	positive	satisfactory
8	positive	tall	0.94	11	English	2	25	Male	1	44	false	positive	tall
9	positive	polite	0.08	12	English	2	25	Male	1	44	false	positive	polite
10	positive	kind	0.12	13	English	2	25	Male	1	44	false	positive	kind
11	positive	possible	0.11	14	English	2	25	Male	1	44	false	positive	possible
12	NNegative	not poor	0.02	15	English	2	25	Male	1	44	true	negative	poor
13	NNegative	not bad	0.09	16	English	2	25	Male	1	44	true	negative	bad
14	negative	uninteresting	0.91	17	English	2	25	Male	1	44	false	negative	uninteresting
15	positive	happy	0.88	18	English	2	25	Male	1	44	false	positive	happy
16	NNegative	not uncertain	0.88	19	English	2	25	Male	1	44	true	negative	uncertain
17	NPositive	not satisfactory	0.92	20	English	2	25	Male	1	44	true	positive	satisfactory
18	NNegative	not unfair	0.88	21	English	2	25	Male	1	44	true	negative	unfair
19	NNegative	not unfriendly	0.62	22	English	2	25	Male	1	44	true	negative	unfriendly
0	NNegative	not uncertain	0.41	3	English	1	19	Female	1	45	true	negative	uncertain
1	negative	unsatisfactory	0.71	4	English	1	19	Female	1	45	false	negative	unsatisfactory
2	positive	friendly	0.78	5	English	1	19	Female	1	45	false	positive	friendly
3	positive	interesting	0.74	6	English	1	19	Female	1	45	false	positive	interesting
4	positive	accurate	0.19	7	English	1	19	Female	1	45	false	positive	accurate
5	NPositive	not polite	0.76	8	English	1	19	Female	1	45	true	positive	polite
6	negative	weak	0.52	9	English	1	19	Female	1	45	false	negative	weak
7	NNegative	not impossible	0.36	10	English	1	19	Female	1	45	true	negative	impossible
8	positive	good	0.25	11	English	1	19	Female	1	45	false	positive	good
9	positive	kind	0.7	12	English	1	19	Female	1	45	false	positive	kind
10	negative	rude	0.76	13	English	1	19	Female	1	45	false	negative	rude
11	negative	unlucky	0.77	14	English	1	19	Female	1	45	false	negative	unlucky
12	NNegative	not unfair	0.3	15	English	1	19	Female	1	45	true	negative	unfair
13	NNegative	not short	0.14	16	English	1	19	Female	1	45	true	negative	short
14	NPositive	not useful	0.5	17	English	1	19	Female	1	45	true	positive	useful
15	negative	unhappy	0.74	18	English	1	19	Female	1	45	false	negative	unhappy
16	negative	sad	0.72	19	English	1	19	Female	1	45	false	negative	sad
17	NPositive	not satisfactory	0.33	20	English	1	19	Female	1	45	true	positive	satisfactory
18	positive	long	0.23	21	English	1	19	Female	1	45	false	positive	long
19	positive	rich	0.28	22	English	1	19	Female	1	45	false	positive	rich
0	NPositive	not long	0.93	3	English	0	55	Female	2	46	true	positive	long
1	NNegative	not uncertain	0.03	4	English	0	55	Female	2	46	true	negative	uncertain
2	negative	rude	0.55	5	English	0	55	Female	2	46	false	negative	rude
3	positive	friendly	0.63	6	English	0	55	Female	2	46	false	positive	friendly
4	NPositive	not rich	1.0	7	English	0	55	Female	2	46	true	positive	rich
5	negative	unfair	0.75	8	English	0	55	Female	2	46	false	negative	unfair
6	positive	good	0.97	9	English	0	55	Female	2	46	false	positive	good
7	NPositive	not tall	0.69	10	English	0	55	Female	2	46	true	positive	tall
8	NPositive	not accurate	0.05	11	English	0	55	Female	2	46	true	positive	accurate
9	positive	interesting	0.93	12	English	0	55	Female	2	46	false	positive	interesting
10	positive	strong	0.78	13	English	0	55	Female	2	46	false	positive	strong
11	NNegative	not impossible	0.98	14	English	0	55	Female	2	46	true	negative	impossible
12	NPositive	not polite	0.48	15	English	0	55	Female	2	46	true	positive	polite
13	negative	useless	0.46	16	English	0	55	Female	2	46	false	negative	useless
14	NNegative	not unsatisfactory	0.49	17	English	0	55	Female	2	46	true	negative	unsatisfactory
15	positive	lucky	0.98	18	English	0	55	Female	2	46	false	positive	lucky
16	NPositive	not satisfactory	0.58	19	English	0	55	Female	2	46	true	positive	satisfactory
17	negative	mean	0.7	20	English	0	55	Female	2	46	false	negative	mean
18	NPositive	not happy	0.34	21	English	0	55	Female	2	46	true	positive	happy
19	NPositive	not happy	0.31	22	English	0	55	Female	2	46	true	positive	happy
0	NPositive	not satisfactory	0.7	3	English	1	28	Male	2	47	true	positive	satisfactory
1	negative	poor	0.51	4	English	1	28	Male	2	47	false	negative	poor
2	NPositive	not interesting	0.84	5	English	1	28	Male	2	47	true	positive	interesting
3	NNegative	not unlucky	0.85	6	English	1	28	Male	2	47	true	negative	unlucky
4	negative	unhappy	0.88	7	English	1	28	Male	2	47	false	negative	unhappy
5	negative	rude	0.81	8	English	1	28	Male	2	47	false	negative	rude
6	negative	short	0.88	9	English	1	28	Male	2	47	false	negative	short
7	negative	unsatisfactory	0.85	10	English	1	28	Male	2	47	false	negative	unsatisfactory
8	negative	inaccurate	0.07	11	English	1	28	Male	2	47	false	negative	inaccurate
9	negative	sad	0.83	12	English	1	28	Male	2	47	false	negative	sad
10	NPositive	not long	0.86	13	English	1	28	Male	2	47	true	positive	long
11	positive	kind	0.88	14	English	1	28	Male	2	47	false	positive	kind
12	NPositive	not friendly	0.87	15	English	1	28	Male	2	47	true	positive	friendly
13	NPositive	not strong	0.92	16	English	1	28	Male	2	47	true	positive	strong
14	negative	uncertain	0.05	17	English	1	28	Male	2	47	false	negative	uncertain
15	positive	good	0.89	18	English	1	28	Male	2	47	false	positive	good
16	NNegative	not unfair	0.93	19	English	1	28	Male	2	47	true	negative	unfair
17	positive	useful	0.86	20	English	1	28	Male	2	47	false	positive	useful
18	negative	impolite	0.91	21	English	1	28	Male	2	47	false	negative	impolite
19	NPositive	not possible	0.05	22	English	1	28	Male	2	47	true	positive	possible
0	NNegative	not impolite	0.69	3	English	1	20	Male	1	48	true	negative	impolite
1	NPositive	not strong	0.45	4	English	1	20	Male	1	48	true	positive	strong
2	positive	friendly	0.63	5	English	1	20	Male	1	48	false	positive	friendly
3	positive	lucky	0.51	6	English	1	20	Male	1	48	false	positive	lucky
4	NPositive	not kind	0.85	7	English	1	20	Male	1	48	true	positive	kind
5	NPositive	not polite	0.83	8	English	1	20	Male	1	48	true	positive	polite
6	NPositive	not fair	0.62	9	English	1	20	Male	1	48	true	positive	fair
7	NPositive	not useful	0.73	10	English	1	20	Male	1	48	true	positive	useful
8	positive	accurate	0.33	11	English	1	20	Male	1	48	false	positive	accurate
9	negative	short	0.47	12	English	1	20	Male	1	48	false	negative	short
10	NPositive	not tall	0.74	13	English	1	20	Male	1	48	true	positive	tall
11	positive	good	0.4	14	English	1	20	Male	1	48	false	positive	good
12	NNegative	not unsatisfactory	0.8	15	English	1	20	Male	1	48	true	negative	unsatisfactory
13	positive	satisfactory	0.74	16	English	1	20	Male	1	48	false	positive	satisfactory
14	NPositive	not rich	0.84	17	English	1	20	Male	1	48	true	positive	rich
15	negative	uncertain	0.56	18	English	1	20	Male	1	48	false	negative	uncertain
16	NPositive	not possible	0.79	19	English	1	20	Male	1	48	true	positive	possible
17	NNegative	not sad	0.77	20	English	1	20	Male	1	48	true	negative	sad
18	positive	interesting	0.52	21	English	1	20	Male	1	48	false	positive	interesting
19	negative	unhappy	0.84	22	English	1	20	Male	1	48	false	negative	unhappy
0	NPositive	not useful	0.63	3	English 	2	21	Female	2	49	true	positive	useful
1	NPositive	not possible	0.36	4	English 	2	21	Female	2	49	true	positive	possible
2	NPositive	not satisfactory	0.64	5	English 	2	21	Female	2	49	true	positive	satisfactory
3	positive	lucky	0.19	6	English 	2	21	Female	2	49	false	positive	lucky
4	NNegative	not mean	0.17	7	English 	2	21	Female	2	49	true	negative	mean
5	negative	weak	0.2	8	English 	2	21	Female	2	49	false	negative	weak
6	negative	unfair	0.6	9	English 	2	21	Female	2	49	false	negative	unfair
7	NPositive	not satisfactory	0.57	10	English 	2	21	Female	2	49	true	positive	satisfactory
8	positive	interesting	0.28	11	English 	2	21	Female	2	49	false	positive	interesting
9	NPositive	not tall	0.23	12	English 	2	21	Female	2	49	true	positive	tall
10	negative	sad	0.25	13	English 	2	21	Female	2	49	false	negative	sad
11	negative	unfriendly	0.52	14	English 	2	21	Female	2	49	false	negative	unfriendly
12	NPositive	not polite	0.65	15	English 	2	21	Female	2	49	true	positive	polite
13	NPositive	not certain	0.31	16	English 	2	21	Female	2	49	true	positive	certain
14	positive	accurate	0.24	17	English 	2	21	Female	2	49	false	positive	accurate
15	positive	long	0.27	18	English 	2	21	Female	2	49	false	positive	long
16	NPositive	not polite	0.74	19	English 	2	21	Female	2	49	true	positive	polite
17	positive	good	0.72	20	English 	2	21	Female	2	49	false	positive	good
18	positive	rich	0.3	21	English 	2	21	Female	2	49	false	positive	rich
19	negative	unhappy	0.4	22	English 	2	21	Female	2	49	false	negative	unhappy
0	negative	unsatisfactory	0.87	3	English 	1	31	Female	1	50	false	negative	unsatisfactory
1	NPositive	not long	0.02	4	English 	1	31	Female	1	50	true	positive	long
2	NPositive	not kind	0.89	5	English 	1	31	Female	1	50	true	positive	kind
3	negative	short	0.13	6	English 	1	31	Female	1	50	false	negative	short
4	NPositive	not possible	0.88	7	English 	1	31	Female	1	50	true	positive	possible
5	NPositive	not strong	0.08	8	English 	1	31	Female	1	50	true	positive	strong
6	NNegative	not unhappy	0.04	9	English 	1	31	Female	1	50	true	negative	unhappy
7	negative	sad	0.83	10	English 	1	31	Female	1	50	false	negative	sad
8	NNegative	not uncertain	0.15	11	English 	1	31	Female	1	50	true	negative	uncertain
9	NPositive	not polite	0.83	12	English 	1	31	Female	1	50	true	positive	polite
10	NPositive	not fair	0.51	13	English 	1	31	Female	1	50	true	positive	fair
11	NNegative	not bad	0.91	14	English 	1	31	Female	1	50	true	negative	bad
12	negative	inaccurate	0.18	15	English 	1	31	Female	1	50	false	negative	inaccurate
13	NNegative	not uninteresting	0.86	16	English 	1	31	Female	1	50	true	negative	uninteresting
14	positive	lucky	0.72	17	English 	1	31	Female	1	50	false	positive	lucky
15	NPositive	not satisfactory	0.87	18	English 	1	31	Female	1	50	true	positive	satisfactory
16	negative	rude	0.19	19	English 	1	31	Female	1	50	false	negative	rude
17	NNegative	not useless	0.46	20	English 	1	31	Female	1	50	true	negative	useless
18	NNegative	not poor	0.91	21	English 	1	31	Female	1	50	true	negative	poor
19	NPositive	not friendly	0.78	22	English 	1	31	Female	1	50	true	positive	friendly
0	NNegative	not unlucky	0.68	3	English	1	31	Male	4	51	true	negative	unlucky
1	positive	satisfactory	0.29	4	English	1	31	Male	4	51	false	positive	satisfactory
2	NNegative	not inaccurate	0.02	5	English	1	31	Male	4	51	true	negative	inaccurate
3	negative	unfriendly	0.65	6	English	1	31	Male	4	51	false	negative	unfriendly
4	positive	strong	0.81	7	English	1	31	Male	4	51	false	positive	strong
5	NPositive	not good	0.92	8	English	1	31	Male	4	51	true	positive	good
6	positive	fair	0.36	9	English	1	31	Male	4	51	false	positive	fair
7	NPositive	not rich	0.59	10	English	1	31	Male	4	51	true	positive	rich
8	negative	uninteresting	0.82	11	English	1	31	Male	4	51	false	negative	uninteresting
9	positive	happy	0.84	12	English	1	31	Male	4	51	false	positive	happy
10	positive	tall	0.62	13	English	1	31	Male	4	51	false	positive	tall
11	NNegative	not mean	0.63	14	English	1	31	Male	4	51	true	negative	mean
12	NPositive	not possible	0.32	15	English	1	31	Male	4	51	true	positive	possible
13	positive	satisfactory	0.31	16	English	1	31	Male	4	51	false	positive	satisfactory
14	negative	unhappy	0.71	17	English	1	31	Male	4	51	false	negative	unhappy
15	negative	rude	0.75	18	English	1	31	Male	4	51	false	negative	rude
16	positive	useful	0.7	19	English	1	31	Male	4	51	false	positive	useful
17	NNegative	not uncertain	0.35	20	English	1	31	Male	4	51	true	negative	uncertain
18	NNegative	not short	0.65	21	English	1	31	Male	4	51	true	negative	short
19	NPositive	not polite	0.82	22	English	1	31	Male	4	51	true	positive	polite
0	NPositive	not happy	0.94	3	english	1	49	Female	2	52	true	positive	happy
1	NPositive	not kind	0.96	4	english	1	49	Female	2	52	true	positive	kind
2	negative	bad	0.45	5	english	1	49	Female	2	52	false	negative	bad
3	NPositive	not strong	0.99	6	english	1	49	Female	2	52	true	positive	strong
4	NNegative	not useless	0.95	7	english	1	49	Female	2	52	true	negative	useless
5	NPositive	not accurate	0.48	8	english	1	49	Female	2	52	true	positive	accurate
6	NNegative	not rude	0.69	9	english	1	49	Female	2	52	true	negative	rude
7	NPositive	not satisfactory	0.49	10	english	1	49	Female	2	52	true	positive	satisfactory
8	NPositive	not fair	0.48	11	english	1	49	Female	2	52	true	positive	fair
9	positive	tall	0.97	12	english	1	49	Female	2	52	false	positive	tall
10	NNegative	not unlucky	0.46	13	english	1	49	Female	2	52	true	negative	unlucky
11	NNegative	not impolite	0.45	14	english	1	49	Female	2	52	true	negative	impolite
12	NNegative	not poor	0.06	15	english	1	49	Female	2	52	true	negative	poor
13	NPositive	not friendly	0.15	16	english	1	49	Female	2	52	true	positive	friendly
14	positive	interesting	0.04	17	english	1	49	Female	2	52	false	positive	interesting
15	NNegative	not unsatisfactory	0.49	18	english	1	49	Female	2	52	true	negative	unsatisfactory
16	NPositive	not happy	0.49	19	english	1	49	Female	2	52	true	positive	happy
17	negative	short	0.46	20	english	1	49	Female	2	52	false	negative	short
18	negative	impossible	0.6	21	english	1	49	Female	2	52	false	negative	impossible
19	NNegative	not uncertain	0.05	22	english	1	49	Female	2	52	true	negative	uncertain
0	NPositive	not lucky	0.66	3	English	1	32	Male	1	53	true	positive	lucky
1	NPositive	not certain	0.74	4	English	1	32	Male	1	53	true	positive	certain
2	positive	accurate	0.16	5	English	1	32	Male	1	53	false	positive	accurate
3	positive	possible	0.07	6	English	1	32	Male	1	53	false	positive	possible
4	NPositive	not good	0.8	7	English	1	32	Male	1	53	true	positive	good
5	NNegative	not uninteresting	0.92	8	English	1	32	Male	1	53	true	negative	uninteresting
6	positive	satisfactory	0.84	9	English	1	32	Male	1	53	false	positive	satisfactory
7	NPositive	not polite	0.26	10	English	1	32	Male	1	53	true	positive	polite
8	negative	mean	0.06	11	English	1	32	Male	1	53	false	negative	mean
9	negative	sad	0.84	12	English	1	32	Male	1	53	false	negative	sad
10	negative	unfair	0.82	13	English	1	32	Male	1	53	false	negative	unfair
11	positive	friendly	0.09	14	English	1	32	Male	1	53	false	positive	friendly
12	NPositive	not happy	0.66	15	English	1	32	Male	1	53	true	positive	happy
13	NNegative	not short	0.03	16	English	1	32	Male	1	53	true	negative	short
14	NPositive	not strong	0.19	17	English	1	32	Male	1	53	true	positive	strong
15	NPositive	not useful	0.69	18	English	1	32	Male	1	53	true	positive	useful
16	negative	frustrating	0.5	19	English	1	32	Male	1	53	false	negative	frustrating
17	negative	poor	0.76	20	English	1	32	Male	1	53	false	negative	poor
18	positive	polite	0.2	21	English	1	32	Male	1	53	false	positive	polite
19	positive	long	0.03	22	English	1	32	Male	1	53	false	positive	long
0	NNegative	not uncertain	0.82	3	English	2	31	Female	1	54	true	negative	uncertain
1	NPositive	not happy	0.71	4	English	2	31	Female	1	54	true	positive	happy
2	positive	long	0.99	5	English	2	31	Female	1	54	false	positive	long
3	NPositive	not kind	0.59	6	English	2	31	Female	1	54	true	positive	kind
4	negative	useless	0.43	7	English	2	31	Female	1	54	false	negative	useless
5	NNegative	not unlucky	0.98	8	English	2	31	Female	1	54	true	negative	unlucky
6	NNegative	not unhappy	0.82	9	English	2	31	Female	1	54	true	negative	unhappy
7	positive	friendly	0.69	10	English	2	31	Female	1	54	false	positive	friendly
8	positive	possible	0.3	11	English	2	31	Female	1	54	false	positive	possible
9	positive	strong	0.31	12	English	2	31	Female	1	54	false	positive	strong
10	NPositive	not interesting	0.55	13	English	2	31	Female	1	54	true	positive	interesting
11	NPositive	not accurate	0.8	14	English	2	31	Female	1	54	true	positive	accurate
12	negative	unfair	0.73	15	English	2	31	Female	1	54	false	negative	unfair
13	NNegative	not rude	0.74	16	English	2	31	Female	1	54	true	negative	rude
14	NNegative	not bad	0.25	17	English	2	31	Female	1	54	true	negative	bad
15	positive	rich	0.65	18	English	2	31	Female	1	54	false	positive	rich
16	NPositive	not satisfactory	0.53	19	English	2	31	Female	1	54	true	positive	satisfactory
17	NPositive	not polite	0.73	20	English	2	31	Female	1	54	true	positive	polite
18	negative	short	0.75	21	English	2	31	Female	1	54	false	negative	short
19	negative	frustrating	0.78	22	English	2	31	Female	1	54	false	negative	frustrating
0	NNegative	not weak	0.63	3	English	1	57	Female	3	55	true	negative	weak
1	NNegative	not useless	0.66	4	English	1	57	Female	3	55	true	negative	useless
2	NNegative	not impolite	0.38	5	English	1	57	Female	3	55	true	negative	impolite
3	NPositive	not possible	0.79	6	English	1	57	Female	3	55	true	positive	possible
4	NNegative	not short	0.82	7	English	1	57	Female	3	55	true	negative	short
5	positive	lucky	0.73	8	English	1	57	Female	3	55	false	positive	lucky
6	NNegative	not frustrating	0.85	9	English	1	57	Female	3	55	true	negative	frustrating
7	NNegative	not unfair	0.85	10	English	1	57	Female	3	55	true	negative	unfair
8	NPositive	not interesting	0.79	11	English	1	57	Female	3	55	true	positive	interesting
9	positive	happy	0.9	12	English	1	57	Female	3	55	false	positive	happy
10	NPositive	not kind	0.86	13	English	1	57	Female	3	55	true	positive	kind
11	negative	unhappy	0.81	14	English	1	57	Female	3	55	false	negative	unhappy
12	NNegative	not uncertain	0.53	15	English	1	57	Female	3	55	true	negative	uncertain
13	positive	friendly	0.86	16	English	1	57	Female	3	55	false	positive	friendly
14	positive	tall	0.87	17	English	1	57	Female	3	55	false	positive	tall
15	NPositive	not satisfactory	0.82	18	English	1	57	Female	3	55	true	positive	satisfactory
16	NNegative	not bad	0.79	19	English	1	57	Female	3	55	true	negative	bad
17	negative	rude	0.78	20	English	1	57	Female	3	55	false	negative	rude
18	negative	inaccurate	0.78	21	English	1	57	Female	3	55	false	negative	inaccurate
19	NPositive	not rich	0.79	22	English	1	57	Female	3	55	true	positive	rich
0	NNegative	not rude	0.99	3	English	1	21	Female	1	56	true	negative	rude
1	NNegative	not useless	0.98	4	English	1	21	Female	1	56	true	negative	useless
2	negative	frustrating	0.98	5	English	1	21	Female	1	56	false	negative	frustrating
3	positive	interesting	0.92	6	English	1	21	Female	1	56	false	positive	interesting
4	positive	happy	0.95	7	English	1	21	Female	1	56	false	positive	happy
5	positive	kind	0.98	8	English	1	21	Female	1	56	false	positive	kind
6	NPositive	not long	0.97	9	English	1	21	Female	1	56	true	positive	long
7	negative	weak	1.0	10	English	1	21	Female	1	56	false	negative	weak
8	positive	rich	0.94	11	English	1	21	Female	1	56	false	positive	rich
9	positive	certain	0.97	12	English	1	21	Female	1	56	false	positive	certain
10	positive	polite	0.95	13	English	1	21	Female	1	56	false	positive	polite
11	NPositive	not possible	0.96	14	English	1	21	Female	1	56	true	positive	possible
12	negative	sad	0.97	15	English	1	21	Female	1	56	false	negative	sad
13	NNegative	not bad	0.95	16	English	1	21	Female	1	56	true	negative	bad
14	negative	unlucky	0.88	17	English	1	21	Female	1	56	false	negative	unlucky
15	NNegative	not short	0.88	18	English	1	21	Female	1	56	true	negative	short
16	negative	unfriendly	0.87	19	English	1	21	Female	1	56	false	negative	unfriendly
17	positive	satisfactory	0.86	20	English	1	21	Female	1	56	false	positive	satisfactory
18	NNegative	not inaccurate	0.76	21	English	1	21	Female	1	56	true	negative	inaccurate
19	NPositive	not fair	0.76	22	English	1	21	Female	1	56	true	positive	fair
0	positive	accurate	0.02	3	English	2	47	Female	4	57	false	positive	accurate
1	NPositive	not fair	0.99	4	English	2	47	Female	4	57	true	positive	fair
2	positive	useful	0.42	5	English	2	47	Female	4	57	false	positive	useful
3	positive	polite	0.97	6	English	2	47	Female	4	57	false	positive	polite
4	positive	possible	0.04	7	English	2	47	Female	4	57	false	positive	possible
5	NNegative	not uncertain	0.04	8	English	2	47	Female	4	57	true	negative	uncertain
6	negative	mean	0.98	9	English	2	47	Female	4	57	false	negative	mean
7	negative	short	0.89	10	English	2	47	Female	4	57	false	negative	short
8	negative	frustrating	0.97	11	English	2	47	Female	4	57	false	negative	frustrating
9	NPositive	not good	0.99	12	English	2	47	Female	4	57	true	positive	good
10	positive	polite	0.97	13	English	2	47	Female	4	57	false	positive	polite
11	negative	unfriendly	0.98	14	English	2	47	Female	4	57	false	negative	unfriendly
12	negative	weak	0.88	15	English	2	47	Female	4	57	false	negative	weak
13	negative	unlucky	1.0	16	English	2	47	Female	4	57	false	negative	unlucky
14	positive	long	0.82	17	English	2	47	Female	4	57	false	positive	long
15	negative	poor	0.98	18	English	2	47	Female	4	57	false	negative	poor
16	negative	unsatisfactory	0.98	19	English	2	47	Female	4	57	false	negative	unsatisfactory
17	NNegative	not uninteresting	0.97	20	English	2	47	Female	4	57	true	negative	uninteresting
18	NPositive	not happy	0.98	21	English	2	47	Female	4	57	true	positive	happy
19	negative	sad	0.98	22	English	2	47	Female	4	57	false	negative	sad
0	positive	satisfactory	0.81	3	English	1	20	Female	2	58	false	positive	satisfactory
1	negative	bad	0.98	4	English	1	20	Female	2	58	false	negative	bad
2	negative	uninteresting	0.79	5	English	1	20	Female	2	58	false	negative	uninteresting
3	NNegative	not unlucky	0.5	6	English	1	20	Female	2	58	true	negative	unlucky
4	positive	friendly	0.59	7	English	1	20	Female	2	58	false	positive	friendly
5	negative	mean	0.51	8	English	1	20	Female	2	58	false	negative	mean
6	positive	accurate	0.3	9	English	1	20	Female	2	58	false	positive	accurate
7	NNegative	not unfair	0.58	10	English	1	20	Female	2	58	true	negative	unfair
8	NNegative	not rude	0.75	11	English	1	20	Female	2	58	true	negative	rude
9	negative	impossible	0.82	12	English	1	20	Female	2	58	false	negative	impossible
10	NPositive	not rich	0.49	13	English	1	20	Female	2	58	true	positive	rich
11	NNegative	not unsatisfactory	0.77	14	English	1	20	Female	2	58	true	negative	unsatisfactory
12	negative	uncertain	0.15	15	English	1	20	Female	2	58	false	negative	uncertain
13	negative	impolite	0.79	16	English	1	20	Female	2	58	false	negative	impolite
14	NPositive	not happy	0.96	17	English	1	20	Female	2	58	true	positive	happy
15	positive	strong	0.39	18	English	1	20	Female	2	58	false	positive	strong
16	negative	short	0.21	19	English	1	20	Female	2	58	false	negative	short
17	positive	useful	0.88	20	English	1	20	Female	2	58	false	positive	useful
18	negative	short	0.09	21	English	1	20	Female	2	58	false	negative	short
19	NPositive	not happy	0.91	22	English	1	20	Female	2	58	true	positive	happy
0	negative	sad	0.74	3	English	1	22	Male	2	59	false	negative	sad
1	NNegative	not rude	0.69	4	English	1	22	Male	2	59	true	negative	rude
2	negative	inaccurate	0.41	5	English	1	22	Male	2	59	false	negative	inaccurate
3	NPositive	not fair	0.84	6	English	1	22	Male	2	59	true	positive	fair
4	negative	mean	0.73	7	English	1	22	Male	2	59	false	negative	mean
5	negative	unlucky	0.41	8	English	1	22	Male	2	59	false	negative	unlucky
6	negative	short	0.6	9	English	1	22	Male	2	59	false	negative	short
7	NNegative	not weak	0.56	10	English	1	22	Male	2	59	true	negative	weak
8	positive	polite	0.75	11	English	1	22	Male	2	59	false	positive	polite
9	negative	uncertain	0.53	12	English	1	22	Male	2	59	false	negative	uncertain
10	NNegative	not unhappy	0.69	13	English	1	22	Male	2	59	true	negative	unhappy
11	positive	interesting	0.6	14	English	1	22	Male	2	59	false	positive	interesting
